entry_id,posting_date,item_id,location_id,entry_type,quantity
ILE00022151,2025-02-01,ITEM0071,LOC003,Adjustment,1
ILE00022152,2025-02-01,ITEM0072,LOC003,Purchase Receipt,95
ILE00022153,2025-02-01,ITEM0072,LOC003,Sales Shipment,-68
ILE00022154,2025-02-01,ITEM0072,LOC003,Adjustment,1
ILE00022155,2025-02-01,ITEM0073,LOC003,Purchase Receipt,81
ILE00022156,2025-02-01,ITEM0073,LOC003,Sales Shipment,-22
ILE00022157,2025-02-01,ITEM0073,LOC003,Adjustment,3
ILE00022158,2025-02-01,ITEM0074,LOC003,Purchase Receipt,91
ILE00022159,2025-02-01,ITEM0074,LOC003,Sales Shipment,-40
ILE00022160,2025-02-01,ITEM0075,LOC003,Purchase Receipt,73
ILE00022161,2025-02-01,ITEM0075,LOC003,Sales Shipment,-63
ILE00022162,2025-02-01,ITEM0075,LOC003,Adjustment,-1
ILE00022163,2025-02-01,ITEM0076,LOC003,Purchase Receipt,55
ILE00022164,2025-02-01,ITEM0076,LOC003,Sales Shipment,-72
ILE00022165,2025-02-01,ITEM0076,LOC003,Adjustment,2
ILE00022166,2025-02-01,ITEM0077,LOC003,Purchase Receipt,39
ILE00022167,2025-02-01,ITEM0077,LOC003,Sales Shipment,-39
ILE00022168,2025-02-01,ITEM0077,LOC003,Adjustment,2
ILE00022169,2025-02-01,ITEM0078,LOC003,Purchase Receipt,64
ILE00022170,2025-02-01,ITEM0078,LOC003,Sales Shipment,-43
ILE00022171,2025-02-01,ITEM0079,LOC003,Purchase Receipt,77
ILE00022172,2025-02-01,ITEM0079,LOC003,Sales Shipment,-24
ILE00022173,2025-02-01,ITEM0080,LOC003,Purchase Receipt,78
ILE00022174,2025-02-01,ITEM0080,LOC003,Sales Shipment,-48
ILE00022175,2025-02-01,ITEM0081,LOC003,Purchase Receipt,75
ILE00022176,2025-02-01,ITEM0081,LOC003,Sales Shipment,-70
ILE00022177,2025-02-01,ITEM0081,LOC003,Adjustment,3
ILE00022178,2025-02-01,ITEM0082,LOC003,Purchase Receipt,58
ILE00022179,2025-02-01,ITEM0082,LOC003,Sales Shipment,-64
ILE00022180,2025-02-01,ITEM0082,LOC003,Adjustment,-3
ILE00022181,2025-02-01,ITEM0083,LOC003,Purchase Receipt,64
ILE00022182,2025-02-01,ITEM0083,LOC003,Sales Shipment,-46
ILE00022183,2025-02-01,ITEM0084,LOC003,Purchase Receipt,79
ILE00022184,2025-02-01,ITEM0084,LOC003,Sales Shipment,-49
ILE00022185,2025-02-01,ITEM0084,LOC003,Adjustment,-1
ILE00022186,2025-02-01,ITEM0085,LOC003,Purchase Receipt,67
ILE00022187,2025-02-01,ITEM0085,LOC003,Sales Shipment,-39
ILE00022188,2025-02-01,ITEM0085,LOC003,Adjustment,-2
ILE00022189,2025-02-01,ITEM0086,LOC003,Purchase Receipt,61
ILE00022190,2025-02-01,ITEM0086,LOC003,Sales Shipment,-71
ILE00022191,2025-02-01,ITEM0086,LOC003,Adjustment,-1
ILE00022192,2025-02-01,ITEM0087,LOC003,Purchase Receipt,51
ILE00022193,2025-02-01,ITEM0087,LOC003,Sales Shipment,-54
ILE00022194,2025-02-01,ITEM0087,LOC003,Adjustment,2
ILE00022195,2025-02-01,ITEM0088,LOC003,Purchase Receipt,117
ILE00022196,2025-02-01,ITEM0088,LOC003,Sales Shipment,-34
ILE00022197,2025-02-01,ITEM0088,LOC003,Adjustment,1
ILE00022198,2025-02-01,ITEM0089,LOC003,Purchase Receipt,75
ILE00022199,2025-02-01,ITEM0089,LOC003,Sales Shipment,-51
ILE00022200,2025-02-01,ITEM0089,LOC003,Adjustment,1
ILE00022201,2025-02-01,ITEM0090,LOC003,Purchase Receipt,68
ILE00022202,2025-02-01,ITEM0090,LOC003,Sales Shipment,-63
ILE00022203,2025-02-01,ITEM0090,LOC003,Adjustment,-2
ILE00022204,2025-02-01,ITEM0091,LOC003,Purchase Receipt,58
ILE00022205,2025-02-01,ITEM0091,LOC003,Sales Shipment,-43
ILE00022206,2025-02-01,ITEM0091,LOC003,Adjustment,2
ILE00022207,2025-02-01,ITEM0092,LOC003,Purchase Receipt,88
ILE00022208,2025-02-01,ITEM0092,LOC003,Sales Shipment,-38
ILE00022209,2025-02-01,ITEM0092,LOC003,Adjustment,-3
ILE00022210,2025-02-01,ITEM0093,LOC003,Purchase Receipt,36
ILE00022211,2025-02-01,ITEM0093,LOC003,Sales Shipment,-43
ILE00022212,2025-02-01,ITEM0093,LOC003,Adjustment,2
ILE00022213,2025-02-01,ITEM0094,LOC003,Purchase Receipt,68
ILE00022214,2025-02-01,ITEM0094,LOC003,Sales Shipment,-43
ILE00022215,2025-02-01,ITEM0094,LOC003,Adjustment,3
ILE00022216,2025-02-01,ITEM0095,LOC003,Purchase Receipt,70
ILE00022217,2025-02-01,ITEM0095,LOC003,Sales Shipment,-64
ILE00022218,2025-02-01,ITEM0095,LOC003,Adjustment,-1
ILE00022219,2025-02-01,ITEM0096,LOC003,Purchase Receipt,101
ILE00022220,2025-02-01,ITEM0096,LOC003,Sales Shipment,-48
ILE00022221,2025-02-01,ITEM0096,LOC003,Adjustment,3
ILE00022222,2025-02-01,ITEM0097,LOC003,Purchase Receipt,45
ILE00022223,2025-02-01,ITEM0097,LOC003,Sales Shipment,-47
ILE00022224,2025-02-01,ITEM0097,LOC003,Adjustment,2
ILE00022225,2025-02-01,ITEM0098,LOC003,Purchase Receipt,67
ILE00022226,2025-02-01,ITEM0098,LOC003,Sales Shipment,-49
ILE00022227,2025-02-01,ITEM0098,LOC003,Adjustment,1
ILE00022228,2025-02-01,ITEM0099,LOC003,Purchase Receipt,45
ILE00022229,2025-02-01,ITEM0099,LOC003,Sales Shipment,-63
ILE00022230,2025-02-01,ITEM0099,LOC003,Adjustment,2
ILE00022231,2025-02-01,ITEM0100,LOC003,Purchase Receipt,65
ILE00022232,2025-02-01,ITEM0100,LOC003,Sales Shipment,-58
ILE00022233,2025-02-01,ITEM0100,LOC003,Adjustment,-2
ILE00022234,2025-02-01,ITEM0001,LOC004,Purchase Receipt,92
ILE00022235,2025-02-01,ITEM0001,LOC004,Sales Shipment,-57
ILE00022236,2025-02-01,ITEM0001,LOC004,Adjustment,3
ILE00022237,2025-02-01,ITEM0002,LOC004,Purchase Receipt,58
ILE00022238,2025-02-01,ITEM0002,LOC004,Sales Shipment,-41
ILE00022239,2025-02-01,ITEM0002,LOC004,Adjustment,2
ILE00022240,2025-02-01,ITEM0003,LOC004,Purchase Receipt,55
ILE00022241,2025-02-01,ITEM0003,LOC004,Sales Shipment,-57
ILE00022242,2025-02-01,ITEM0003,LOC004,Adjustment,2
ILE00022243,2025-02-01,ITEM0004,LOC004,Purchase Receipt,88
ILE00022244,2025-02-01,ITEM0004,LOC004,Sales Shipment,-45
ILE00022245,2025-02-01,ITEM0004,LOC004,Adjustment,-3
ILE00022246,2025-02-01,ITEM0005,LOC004,Purchase Receipt,93
ILE00022247,2025-02-01,ITEM0005,LOC004,Sales Shipment,-86
ILE00022248,2025-02-01,ITEM0005,LOC004,Adjustment,3
ILE00022249,2025-02-01,ITEM0006,LOC004,Purchase Receipt,67
ILE00022250,2025-02-01,ITEM0006,LOC004,Sales Shipment,-38
ILE00022251,2025-02-01,ITEM0007,LOC004,Purchase Receipt,67
ILE00022252,2025-02-01,ITEM0007,LOC004,Sales Shipment,-92
ILE00022253,2025-02-01,ITEM0008,LOC004,Purchase Receipt,62
ILE00022254,2025-02-01,ITEM0008,LOC004,Sales Shipment,-68
ILE00022255,2025-02-01,ITEM0009,LOC004,Purchase Receipt,64
ILE00022256,2025-02-01,ITEM0009,LOC004,Sales Shipment,-93
ILE00022257,2025-02-01,ITEM0010,LOC004,Purchase Receipt,65
ILE00022258,2025-02-01,ITEM0010,LOC004,Sales Shipment,-41
ILE00022259,2025-02-01,ITEM0010,LOC004,Adjustment,3
ILE00022260,2025-02-01,ITEM0011,LOC004,Purchase Receipt,97
ILE00022261,2025-02-01,ITEM0011,LOC004,Sales Shipment,-83
ILE00022262,2025-02-01,ITEM0012,LOC004,Purchase Receipt,91
ILE00022263,2025-02-01,ITEM0012,LOC004,Sales Shipment,-69
ILE00022264,2025-02-01,ITEM0012,LOC004,Adjustment,-1
ILE00022265,2025-02-01,ITEM0013,LOC004,Purchase Receipt,67
ILE00022266,2025-02-01,ITEM0013,LOC004,Sales Shipment,-46
ILE00022267,2025-02-01,ITEM0013,LOC004,Adjustment,3
ILE00022268,2025-02-01,ITEM0014,LOC004,Purchase Receipt,81
ILE00022269,2025-02-01,ITEM0014,LOC004,Sales Shipment,-49
ILE00022270,2025-02-01,ITEM0015,LOC004,Purchase Receipt,54
ILE00022271,2025-02-01,ITEM0015,LOC004,Sales Shipment,-28
ILE00022272,2025-02-01,ITEM0016,LOC004,Purchase Receipt,100
ILE00022273,2025-02-01,ITEM0016,LOC004,Sales Shipment,-26
ILE00022274,2025-02-01,ITEM0016,LOC004,Adjustment,-1
ILE00022275,2025-02-01,ITEM0017,LOC004,Purchase Receipt,82
ILE00022276,2025-02-01,ITEM0017,LOC004,Sales Shipment,-33
ILE00022277,2025-02-01,ITEM0018,LOC004,Purchase Receipt,86
ILE00022278,2025-02-01,ITEM0018,LOC004,Sales Shipment,-61
ILE00022279,2025-02-01,ITEM0018,LOC004,Adjustment,3
ILE00022280,2025-02-01,ITEM0019,LOC004,Purchase Receipt,59
ILE00022281,2025-02-01,ITEM0019,LOC004,Sales Shipment,-34
ILE00022282,2025-02-01,ITEM0019,LOC004,Adjustment,1
ILE00022283,2025-02-01,ITEM0020,LOC004,Purchase Receipt,57
ILE00022284,2025-02-01,ITEM0020,LOC004,Sales Shipment,-54
ILE00022285,2025-02-01,ITEM0020,LOC004,Adjustment,3
ILE00022286,2025-02-01,ITEM0021,LOC004,Purchase Receipt,70
ILE00022287,2025-02-01,ITEM0021,LOC004,Sales Shipment,-85
ILE00022288,2025-02-01,ITEM0021,LOC004,Adjustment,-2
ILE00022289,2025-02-01,ITEM0022,LOC004,Purchase Receipt,48
ILE00022290,2025-02-01,ITEM0022,LOC004,Sales Shipment,-61
ILE00022291,2025-02-01,ITEM0022,LOC004,Adjustment,-3
ILE00022292,2025-02-01,ITEM0023,LOC004,Purchase Receipt,44
ILE00022293,2025-02-01,ITEM0023,LOC004,Sales Shipment,-31
ILE00022294,2025-02-01,ITEM0023,LOC004,Adjustment,3
ILE00022295,2025-02-01,ITEM0024,LOC004,Purchase Receipt,74
ILE00022296,2025-02-01,ITEM0024,LOC004,Sales Shipment,-84
ILE00022297,2025-02-01,ITEM0024,LOC004,Adjustment,1
ILE00022298,2025-02-01,ITEM0025,LOC004,Purchase Receipt,81
ILE00022299,2025-02-01,ITEM0025,LOC004,Sales Shipment,-52
ILE00022300,2025-02-01,ITEM0025,LOC004,Adjustment,-1
ILE00022301,2025-02-01,ITEM0026,LOC004,Purchase Receipt,66
ILE00022302,2025-02-01,ITEM0026,LOC004,Sales Shipment,-45
ILE00022303,2025-02-01,ITEM0027,LOC004,Purchase Receipt,49
ILE00022304,2025-02-01,ITEM0027,LOC004,Sales Shipment,-32
ILE00022305,2025-02-01,ITEM0027,LOC004,Adjustment,2
ILE00022306,2025-02-01,ITEM0028,LOC004,Purchase Receipt,74
ILE00022307,2025-02-01,ITEM0028,LOC004,Sales Shipment,-40
ILE00022308,2025-02-01,ITEM0028,LOC004,Adjustment,3
ILE00022309,2025-02-01,ITEM0029,LOC004,Purchase Receipt,64
ILE00022310,2025-02-01,ITEM0029,LOC004,Sales Shipment,-55
ILE00022311,2025-02-01,ITEM0029,LOC004,Adjustment,2
ILE00022312,2025-02-01,ITEM0030,LOC004,Purchase Receipt,31
ILE00022313,2025-02-01,ITEM0030,LOC004,Sales Shipment,-56
ILE00022314,2025-02-01,ITEM0030,LOC004,Adjustment,3
ILE00022315,2025-02-01,ITEM0031,LOC004,Purchase Receipt,53
ILE00022316,2025-02-01,ITEM0031,LOC004,Sales Shipment,-45
ILE00022317,2025-02-01,ITEM0031,LOC004,Adjustment,2
ILE00022318,2025-02-01,ITEM0032,LOC004,Purchase Receipt,57
ILE00022319,2025-02-01,ITEM0032,LOC004,Sales Shipment,-71
ILE00022320,2025-02-01,ITEM0033,LOC004,Purchase Receipt,62
ILE00022321,2025-02-01,ITEM0033,LOC004,Sales Shipment,-64
ILE00022322,2025-02-01,ITEM0034,LOC004,Purchase Receipt,56
ILE00022323,2025-02-01,ITEM0034,LOC004,Sales Shipment,-39
ILE00022324,2025-02-01,ITEM0035,LOC004,Purchase Receipt,55
ILE00022325,2025-02-01,ITEM0035,LOC004,Sales Shipment,-39
ILE00022326,2025-02-01,ITEM0035,LOC004,Adjustment,1
ILE00022327,2025-02-01,ITEM0036,LOC004,Purchase Receipt,56
ILE00022328,2025-02-01,ITEM0036,LOC004,Sales Shipment,-42
ILE00022329,2025-02-01,ITEM0036,LOC004,Adjustment,-1
ILE00022330,2025-02-01,ITEM0037,LOC004,Purchase Receipt,69
ILE00022331,2025-02-01,ITEM0037,LOC004,Sales Shipment,-75
ILE00022332,2025-02-01,ITEM0037,LOC004,Adjustment,-1
ILE00022333,2025-02-01,ITEM0038,LOC004,Purchase Receipt,61
ILE00022334,2025-02-01,ITEM0038,LOC004,Sales Shipment,-41
ILE00022335,2025-02-01,ITEM0038,LOC004,Adjustment,1
ILE00022336,2025-02-01,ITEM0039,LOC004,Purchase Receipt,71
ILE00022337,2025-02-01,ITEM0039,LOC004,Sales Shipment,-61
ILE00022338,2025-02-01,ITEM0040,LOC004,Purchase Receipt,65
ILE00022339,2025-02-01,ITEM0040,LOC004,Sales Shipment,-42
ILE00022340,2025-02-01,ITEM0041,LOC004,Purchase Receipt,42
ILE00022341,2025-02-01,ITEM0041,LOC004,Sales Shipment,-85
ILE00022342,2025-02-01,ITEM0041,LOC004,Adjustment,-2
ILE00022343,2025-02-01,ITEM0042,LOC004,Purchase Receipt,72
ILE00022344,2025-02-01,ITEM0042,LOC004,Sales Shipment,-26
ILE00022345,2025-02-01,ITEM0042,LOC004,Adjustment,-2
ILE00022346,2025-02-01,ITEM0043,LOC004,Purchase Receipt,86
ILE00022347,2025-02-01,ITEM0043,LOC004,Sales Shipment,-69
ILE00022348,2025-02-01,ITEM0043,LOC004,Adjustment,2
ILE00022349,2025-02-01,ITEM0044,LOC004,Purchase Receipt,71
ILE00022350,2025-02-01,ITEM0044,LOC004,Sales Shipment,-43
ILE00022351,2025-02-01,ITEM0044,LOC004,Adjustment,1
ILE00022352,2025-02-01,ITEM0045,LOC004,Purchase Receipt,23
ILE00022353,2025-02-01,ITEM0045,LOC004,Sales Shipment,-54
ILE00022354,2025-02-01,ITEM0045,LOC004,Adjustment,3
ILE00022355,2025-02-01,ITEM0046,LOC004,Purchase Receipt,85
ILE00022356,2025-02-01,ITEM0046,LOC004,Sales Shipment,-73
ILE00022357,2025-02-01,ITEM0046,LOC004,Adjustment,2
ILE00022358,2025-02-01,ITEM0047,LOC004,Purchase Receipt,87
ILE00022359,2025-02-01,ITEM0047,LOC004,Sales Shipment,-36
ILE00022360,2025-02-01,ITEM0047,LOC004,Adjustment,-3
ILE00022361,2025-02-01,ITEM0048,LOC004,Purchase Receipt,31
ILE00022362,2025-02-01,ITEM0048,LOC004,Sales Shipment,-64
ILE00022363,2025-02-01,ITEM0048,LOC004,Adjustment,-1
ILE00022364,2025-02-01,ITEM0049,LOC004,Purchase Receipt,58
ILE00022365,2025-02-01,ITEM0049,LOC004,Sales Shipment,-51
ILE00022366,2025-02-01,ITEM0049,LOC004,Adjustment,1
ILE00022367,2025-02-01,ITEM0050,LOC004,Purchase Receipt,56
ILE00022368,2025-02-01,ITEM0050,LOC004,Sales Shipment,-63
ILE00022369,2025-02-01,ITEM0051,LOC004,Purchase Receipt,80
ILE00022370,2025-02-01,ITEM0051,LOC004,Sales Shipment,-34
ILE00022371,2025-02-01,ITEM0052,LOC004,Purchase Receipt,53
ILE00022372,2025-02-01,ITEM0052,LOC004,Sales Shipment,-53
ILE00022373,2025-02-01,ITEM0053,LOC004,Purchase Receipt,105
ILE00022374,2025-02-01,ITEM0053,LOC004,Sales Shipment,-62
ILE00022375,2025-02-01,ITEM0053,LOC004,Adjustment,3
ILE00022376,2025-02-01,ITEM0054,LOC004,Purchase Receipt,64
ILE00022377,2025-02-01,ITEM0054,LOC004,Sales Shipment,-66
ILE00022378,2025-02-01,ITEM0054,LOC004,Adjustment,-2
ILE00022379,2025-02-01,ITEM0055,LOC004,Purchase Receipt,56
ILE00022380,2025-02-01,ITEM0055,LOC004,Sales Shipment,-38
ILE00022381,2025-02-01,ITEM0055,LOC004,Adjustment,-2
ILE00022382,2025-02-01,ITEM0056,LOC004,Purchase Receipt,64
ILE00022383,2025-02-01,ITEM0056,LOC004,Sales Shipment,-63
ILE00022384,2025-02-01,ITEM0056,LOC004,Adjustment,-1
ILE00022385,2025-02-01,ITEM0057,LOC004,Purchase Receipt,78
ILE00022386,2025-02-01,ITEM0057,LOC004,Sales Shipment,-32
ILE00022387,2025-02-01,ITEM0057,LOC004,Adjustment,2
ILE00022388,2025-02-01,ITEM0058,LOC004,Purchase Receipt,76
ILE00022389,2025-02-01,ITEM0058,LOC004,Sales Shipment,-59
ILE00022390,2025-02-01,ITEM0058,LOC004,Adjustment,-1
ILE00022391,2025-02-01,ITEM0059,LOC004,Purchase Receipt,49
ILE00022392,2025-02-01,ITEM0059,LOC004,Sales Shipment,-48
ILE00022393,2025-02-01,ITEM0060,LOC004,Purchase Receipt,90
ILE00022394,2025-02-01,ITEM0060,LOC004,Sales Shipment,-50
ILE00022395,2025-02-01,ITEM0061,LOC004,Purchase Receipt,58
ILE00022396,2025-02-01,ITEM0061,LOC004,Sales Shipment,-53
ILE00022397,2025-02-01,ITEM0061,LOC004,Adjustment,-1
ILE00022398,2025-02-01,ITEM0062,LOC004,Purchase Receipt,52
ILE00022399,2025-02-01,ITEM0062,LOC004,Sales Shipment,-32
ILE00022400,2025-02-01,ITEM0062,LOC004,Adjustment,-1
ILE00022401,2025-02-01,ITEM0063,LOC004,Purchase Receipt,45
ILE00022402,2025-02-01,ITEM0063,LOC004,Sales Shipment,-97
ILE00022403,2025-02-01,ITEM0063,LOC004,Adjustment,-1
ILE00022404,2025-02-01,ITEM0064,LOC004,Purchase Receipt,50
ILE00022405,2025-02-01,ITEM0064,LOC004,Sales Shipment,-68
ILE00022406,2025-02-01,ITEM0065,LOC004,Purchase Receipt,58
ILE00022407,2025-02-01,ITEM0065,LOC004,Sales Shipment,-87
ILE00022408,2025-02-01,ITEM0065,LOC004,Adjustment,-1
ILE00022409,2025-02-01,ITEM0066,LOC004,Purchase Receipt,25
ILE00022410,2025-02-01,ITEM0066,LOC004,Sales Shipment,-79
ILE00022411,2025-02-01,ITEM0066,LOC004,Adjustment,-3
ILE00022412,2025-02-01,ITEM0067,LOC004,Purchase Receipt,111
ILE00022413,2025-02-01,ITEM0067,LOC004,Sales Shipment,-62
ILE00022414,2025-02-01,ITEM0067,LOC004,Adjustment,-1
ILE00022415,2025-02-01,ITEM0068,LOC004,Purchase Receipt,71
ILE00022416,2025-02-01,ITEM0068,LOC004,Sales Shipment,-61
ILE00022417,2025-02-01,ITEM0068,LOC004,Adjustment,-3
ILE00022418,2025-02-01,ITEM0069,LOC004,Purchase Receipt,73
ILE00022419,2025-02-01,ITEM0069,LOC004,Sales Shipment,-52
ILE00022420,2025-02-01,ITEM0070,LOC004,Purchase Receipt,46
ILE00022421,2025-02-01,ITEM0070,LOC004,Sales Shipment,-51
ILE00022422,2025-02-01,ITEM0071,LOC004,Purchase Receipt,88
ILE00022423,2025-02-01,ITEM0071,LOC004,Sales Shipment,-51
ILE00022424,2025-02-01,ITEM0071,LOC004,Adjustment,2
ILE00022425,2025-02-01,ITEM0072,LOC004,Purchase Receipt,75
ILE00022426,2025-02-01,ITEM0072,LOC004,Sales Shipment,-23
ILE00022427,2025-02-01,ITEM0072,LOC004,Adjustment,-3
ILE00022428,2025-02-01,ITEM0073,LOC004,Purchase Receipt,66
ILE00022429,2025-02-01,ITEM0073,LOC004,Sales Shipment,-33
ILE00022430,2025-02-01,ITEM0074,LOC004,Purchase Receipt,95
ILE00022431,2025-02-01,ITEM0074,LOC004,Sales Shipment,-56
ILE00022432,2025-02-01,ITEM0074,LOC004,Adjustment,-2
ILE00022433,2025-02-01,ITEM0075,LOC004,Purchase Receipt,61
ILE00022434,2025-02-01,ITEM0075,LOC004,Sales Shipment,-40
ILE00022435,2025-02-01,ITEM0075,LOC004,Adjustment,-3
ILE00022436,2025-02-01,ITEM0076,LOC004,Purchase Receipt,68
ILE00022437,2025-02-01,ITEM0076,LOC004,Sales Shipment,-73
ILE00022438,2025-02-01,ITEM0076,LOC004,Adjustment,-1
ILE00022439,2025-02-01,ITEM0077,LOC004,Purchase Receipt,65
ILE00022440,2025-02-01,ITEM0077,LOC004,Sales Shipment,-34
ILE00022441,2025-02-01,ITEM0077,LOC004,Adjustment,-1
ILE00022442,2025-02-01,ITEM0078,LOC004,Purchase Receipt,64
ILE00022443,2025-02-01,ITEM0078,LOC004,Sales Shipment,-59
ILE00022444,2025-02-01,ITEM0078,LOC004,Adjustment,-1
ILE00022445,2025-02-01,ITEM0079,LOC004,Purchase Receipt,87
ILE00022446,2025-02-01,ITEM0079,LOC004,Sales Shipment,-51
ILE00022447,2025-02-01,ITEM0079,LOC004,Adjustment,1
ILE00022448,2025-02-01,ITEM0080,LOC004,Purchase Receipt,89
ILE00022449,2025-02-01,ITEM0080,LOC004,Sales Shipment,-44
ILE00022450,2025-02-01,ITEM0080,LOC004,Adjustment,-1
ILE00022451,2025-02-01,ITEM0081,LOC004,Purchase Receipt,91
ILE00022452,2025-02-01,ITEM0081,LOC004,Sales Shipment,-43
ILE00022453,2025-02-01,ITEM0081,LOC004,Adjustment,3
ILE00022454,2025-02-01,ITEM0082,LOC004,Purchase Receipt,63
ILE00022455,2025-02-01,ITEM0082,LOC004,Sales Shipment,-72
ILE00022456,2025-02-01,ITEM0082,LOC004,Adjustment,-1
ILE00022457,2025-02-01,ITEM0083,LOC004,Purchase Receipt,66
ILE00022458,2025-02-01,ITEM0083,LOC004,Sales Shipment,-48
ILE00022459,2025-02-01,ITEM0083,LOC004,Adjustment,-2
ILE00022460,2025-02-01,ITEM0084,LOC004,Purchase Receipt,66
ILE00022461,2025-02-01,ITEM0084,LOC004,Sales Shipment,-61
ILE00022462,2025-02-01,ITEM0084,LOC004,Adjustment,-1
ILE00022463,2025-02-01,ITEM0085,LOC004,Purchase Receipt,63
ILE00022464,2025-02-01,ITEM0085,LOC004,Sales Shipment,-61
ILE00022465,2025-02-01,ITEM0086,LOC004,Purchase Receipt,64
ILE00022466,2025-02-01,ITEM0086,LOC004,Sales Shipment,-61
ILE00022467,2025-02-01,ITEM0087,LOC004,Purchase Receipt,100
ILE00022468,2025-02-01,ITEM0087,LOC004,Sales Shipment,-56
ILE00022469,2025-02-01,ITEM0087,LOC004,Adjustment,3
ILE00022470,2025-02-01,ITEM0088,LOC004,Purchase Receipt,51
ILE00022471,2025-02-01,ITEM0088,LOC004,Sales Shipment,-33
ILE00022472,2025-02-01,ITEM0088,LOC004,Adjustment,-2
ILE00022473,2025-02-01,ITEM0089,LOC004,Purchase Receipt,102
ILE00022474,2025-02-01,ITEM0089,LOC004,Sales Shipment,-50
ILE00022475,2025-02-01,ITEM0089,LOC004,Adjustment,1
ILE00022476,2025-02-01,ITEM0090,LOC004,Purchase Receipt,80
ILE00022477,2025-02-01,ITEM0090,LOC004,Sales Shipment,-31
ILE00022478,2025-02-01,ITEM0091,LOC004,Purchase Receipt,58
ILE00022479,2025-02-01,ITEM0091,LOC004,Sales Shipment,-52
ILE00022480,2025-02-01,ITEM0091,LOC004,Adjustment,3
ILE00022481,2025-02-01,ITEM0092,LOC004,Purchase Receipt,56
ILE00022482,2025-02-01,ITEM0092,LOC004,Sales Shipment,-67
ILE00022483,2025-02-01,ITEM0093,LOC004,Purchase Receipt,59
ILE00022484,2025-02-01,ITEM0093,LOC004,Sales Shipment,-101
ILE00022485,2025-02-01,ITEM0093,LOC004,Adjustment,-1
ILE00022486,2025-02-01,ITEM0094,LOC004,Purchase Receipt,47
ILE00022487,2025-02-01,ITEM0094,LOC004,Sales Shipment,-65
ILE00022488,2025-02-01,ITEM0094,LOC004,Adjustment,2
ILE00022489,2025-02-01,ITEM0095,LOC004,Purchase Receipt,55
ILE00022490,2025-02-01,ITEM0095,LOC004,Sales Shipment,-38
ILE00022491,2025-02-01,ITEM0095,LOC004,Adjustment,2
ILE00022492,2025-02-01,ITEM0096,LOC004,Purchase Receipt,98
ILE00022493,2025-02-01,ITEM0096,LOC004,Sales Shipment,-24
ILE00022494,2025-02-01,ITEM0097,LOC004,Purchase Receipt,53
ILE00022495,2025-02-01,ITEM0097,LOC004,Sales Shipment,-54
ILE00022496,2025-02-01,ITEM0097,LOC004,Adjustment,-1
ILE00022497,2025-02-01,ITEM0098,LOC004,Purchase Receipt,59
ILE00022498,2025-02-01,ITEM0098,LOC004,Sales Shipment,-54
ILE00022499,2025-02-01,ITEM0098,LOC004,Adjustment,1
ILE00022500,2025-02-01,ITEM0099,LOC004,Purchase Receipt,53
ILE00022501,2025-02-01,ITEM0099,LOC004,Sales Shipment,-58
ILE00022502,2025-02-01,ITEM0099,LOC004,Adjustment,-1
ILE00022503,2025-02-01,ITEM0100,LOC004,Purchase Receipt,87
ILE00022504,2025-02-01,ITEM0100,LOC004,Sales Shipment,-66
ILE00022505,2025-02-01,ITEM0100,LOC004,Adjustment,2
ILE00022506,2025-02-01,ITEM0001,LOC005,Purchase Receipt,46
ILE00022507,2025-02-01,ITEM0001,LOC005,Sales Shipment,-52
ILE00022508,2025-02-01,ITEM0001,LOC005,Adjustment,3
ILE00022509,2025-02-01,ITEM0002,LOC005,Purchase Receipt,68
ILE00022510,2025-02-01,ITEM0002,LOC005,Sales Shipment,-68
ILE00022511,2025-02-01,ITEM0002,LOC005,Adjustment,-2
ILE00022512,2025-02-01,ITEM0003,LOC005,Purchase Receipt,59
ILE00022513,2025-02-01,ITEM0003,LOC005,Sales Shipment,-57
ILE00022514,2025-02-01,ITEM0003,LOC005,Adjustment,-2
ILE00022515,2025-02-01,ITEM0004,LOC005,Purchase Receipt,66
ILE00022516,2025-02-01,ITEM0004,LOC005,Sales Shipment,-64
ILE00022517,2025-02-01,ITEM0004,LOC005,Adjustment,3
ILE00022518,2025-02-01,ITEM0005,LOC005,Purchase Receipt,69
ILE00022519,2025-02-01,ITEM0005,LOC005,Sales Shipment,-76
ILE00022520,2025-02-01,ITEM0005,LOC005,Adjustment,2
ILE00022521,2025-02-01,ITEM0006,LOC005,Purchase Receipt,55
ILE00022522,2025-02-01,ITEM0006,LOC005,Sales Shipment,-36
ILE00022523,2025-02-01,ITEM0006,LOC005,Adjustment,-1
ILE00022524,2025-02-01,ITEM0007,LOC005,Purchase Receipt,56
ILE00022525,2025-02-01,ITEM0007,LOC005,Sales Shipment,-70
ILE00022526,2025-02-01,ITEM0008,LOC005,Purchase Receipt,60
ILE00022527,2025-02-01,ITEM0008,LOC005,Sales Shipment,-49
ILE00022528,2025-02-01,ITEM0008,LOC005,Adjustment,-1
ILE00022529,2025-02-01,ITEM0009,LOC005,Purchase Receipt,84
ILE00022530,2025-02-01,ITEM0009,LOC005,Sales Shipment,-29
ILE00022531,2025-02-01,ITEM0010,LOC005,Purchase Receipt,87
ILE00022532,2025-02-01,ITEM0010,LOC005,Sales Shipment,-49
ILE00022533,2025-02-01,ITEM0010,LOC005,Adjustment,-3
ILE00022534,2025-02-01,ITEM0011,LOC005,Purchase Receipt,29
