sales_order_id,order_date,customer_id,location_id,salesperson_id,sales_channel,document_status,currency_code
SO108984,2025-06-22,CUST0242,LOC004,SP011,E-commerce,Posted,USD
SO108985,2025-06-22,CUST0004,LOC003,SP008,Partner,Posted,USD
SO108986,2025-06-22,CUST0159,LOC005,SP015,Direct,Posted,USD
SO108987,2025-06-22,CUST0208,LOC003,SP008,Partner,Posted,USD
SO108988,2025-06-22,CUST0129,LOC004,SP012,Direct,Posted,USD
SO108989,2025-06-22,CUST0028,LOC005,SP013,E-commerce,Posted,USD
SO108990,2025-06-22,CUST0127,LOC004,SP012,Direct,Posted,USD
SO108991,2025-06-22,CUST0151,LOC003,SP009,Direct,Posted,USD
SO108992,2025-06-22,CUST0170,LOC002,SP005,E-commerce,Posted,USD
SO108993,2025-06-22,CUST0128,LOC001,SP003,Direct,Posted,USD
SO108994,2025-06-22,CUST0221,LOC004,SP010,Direct,Posted,USD
SO108995,2025-06-22,CUST0260,LOC005,SP013,Direct,Posted,USD
SO108996,2025-06-22,CUST0037,LOC003,SP007,Direct,Posted,USD
SO108997,2025-06-23,CUST0287,LOC003,SP007,E-commerce,Posted,USD
SO108998,2025-06-23,CUST0210,LOC005,SP015,Direct,Posted,USD
SO108999,2025-06-23,CUST0144,LOC004,SP010,Direct,Posted,USD
SO109000,2025-06-23,CUST0071,LOC003,SP007,Direct,Posted,USD
SO109001,2025-06-23,CUST0296,LOC002,SP006,Partner,Posted,USD
SO109002,2025-06-23,CUST0082,LOC005,SP015,E-commerce,Posted,USD
SO109003,2025-06-23,CUST0210,LOC003,SP007,Direct,Posted,USD
SO109004,2025-06-23,CUST0063,LOC001,SP001,Direct,Posted,USD
SO109005,2025-06-23,CUST0025,LOC001,SP002,Partner,Posted,USD
SO109006,2025-06-23,CUST0166,LOC004,SP011,Partner,Posted,USD
SO109007,2025-06-23,CUST0029,LOC004,SP011,Partner,Posted,USD
SO109008,2025-06-23,CUST0249,LOC003,SP009,Direct,Posted,USD
SO109009,2025-06-23,CUST0038,LOC004,SP011,Direct,Posted,USD
SO109010,2025-06-23,CUST0115,LOC005,SP015,Direct,Posted,USD
SO109011,2025-06-23,CUST0245,LOC003,SP007,Direct,Posted,USD
SO109012,2025-06-23,CUST0143,LOC001,SP002,E-commerce,Posted,USD
SO109013,2025-06-23,CUST0063,LOC005,SP015,Direct,Posted,USD
SO109014,2025-06-24,CUST0031,LOC001,SP003,Direct,Posted,USD
SO109015,2025-06-24,CUST0172,LOC005,SP015,Partner,Posted,USD
SO109016,2025-06-24,CUST0214,LOC003,SP009,Direct,Posted,USD
SO109017,2025-06-24,CUST0089,LOC004,SP010,Direct,Posted,USD
SO109018,2025-06-24,CUST0237,LOC001,SP002,E-commerce,Posted,USD
SO109019,2025-06-24,CUST0281,LOC003,SP009,E-commerce,Posted,USD
SO109020,2025-06-24,CUST0227,LOC001,SP001,E-commerce,Posted,USD
SO109021,2025-06-24,CUST0225,LOC003,SP009,E-commerce,Posted,USD
SO109022,2025-06-24,CUST0043,LOC006,SP017,Partner,Posted,USD
SO109023,2025-06-24,CUST0116,LOC004,SP011,Direct,Posted,USD
SO109024,2025-06-24,CUST0043,LOC001,SP001,Direct,Posted,USD
SO109025,2025-06-24,CUST0107,LOC003,SP009,Direct,Posted,USD
SO109026,2025-06-24,CUST0298,LOC001,SP002,Direct,Posted,USD
SO109027,2025-06-25,CUST0025,LOC006,SP018,Direct,Posted,USD
SO109028,2025-06-25,CUST0051,LOC004,SP010,E-commerce,Posted,USD
SO109029,2025-06-25,CUST0280,LOC006,SP018,Partner,Posted,USD
SO109030,2025-06-25,CUST0082,LOC006,SP017,Direct,Posted,USD
SO109031,2025-06-25,CUST0169,LOC005,SP013,Direct,Posted,USD
SO109032,2025-06-25,CUST0098,LOC005,SP015,Partner,Posted,USD
SO109033,2025-06-25,CUST0126,LOC001,SP001,Partner,Posted,USD
SO109034,2025-06-25,CUST0075,LOC004,SP011,Direct,Posted,USD
SO109035,2025-06-25,CUST0288,LOC006,SP017,Partner,Posted,USD
SO109036,2025-06-25,CUST0027,LOC004,SP012,E-commerce,Posted,USD
SO109037,2025-06-25,CUST0210,LOC002,SP006,E-commerce,Posted,USD
SO109038,2025-06-25,CUST0224,LOC004,SP011,Direct,Posted,USD
SO109039,2025-06-25,CUST0100,LOC001,SP001,E-commerce,Posted,USD
SO109040,2025-06-25,CUST0072,LOC001,SP001,Partner,Posted,USD
SO109041,2025-06-25,CUST0028,LOC001,SP001,Partner,Posted,USD
SO109042,2025-06-25,CUST0193,LOC002,SP006,Direct,Posted,USD
SO109043,2025-06-25,CUST0070,LOC004,SP012,Partner,Posted,USD
SO109044,2025-06-25,CUST0100,LOC001,SP003,Partner,Posted,USD
SO109045,2025-06-25,CUST0112,LOC003,SP008,Direct,Posted,USD
SO109046,2025-06-25,CUST0129,LOC001,SP001,Direct,Posted,USD
SO109047,2025-06-25,CUST0079,LOC005,SP014,Direct,Posted,USD
SO109048,2025-06-25,CUST0165,LOC001,SP001,E-commerce,Posted,USD
SO109049,2025-06-25,CUST0007,LOC001,SP003,Direct,Posted,USD
SO109050,2025-06-26,CUST0015,LOC005,SP015,Partner,Posted,USD
SO109051,2025-06-26,CUST0076,LOC005,SP014,Partner,Posted,USD
SO109052,2025-06-26,CUST0178,LOC006,SP018,Direct,Posted,USD
SO109053,2025-06-26,CUST0133,LOC006,SP017,Partner,Posted,USD
SO109054,2025-06-26,CUST0059,LOC003,SP009,E-commerce,Posted,USD
SO109055,2025-06-26,CUST0045,LOC005,SP013,Direct,Posted,USD
SO109056,2025-06-26,CUST0172,LOC004,SP012,E-commerce,Posted,USD
SO109057,2025-06-26,CUST0091,LOC003,SP009,Direct,Posted,USD
SO109058,2025-06-26,CUST0274,LOC001,SP001,Direct,Posted,USD
SO109059,2025-06-26,CUST0062,LOC001,SP003,E-commerce,Posted,USD
SO109060,2025-06-26,CUST0080,LOC005,SP013,E-commerce,Posted,USD
SO109061,2025-06-26,CUST0241,LOC002,SP005,Direct,Posted,USD
SO109062,2025-06-26,CUST0087,LOC002,SP006,Direct,Posted,USD
SO109063,2025-06-26,CUST0019,LOC002,SP006,E-commerce,Posted,USD
SO109064,2025-06-26,CUST0192,LOC004,SP010,Partner,Posted,USD
SO109065,2025-06-26,CUST0207,LOC006,SP018,E-commerce,Posted,USD
SO109066,2025-06-26,CUST0063,LOC005,SP015,E-commerce,Posted,USD
SO109067,2025-06-26,CUST0155,LOC004,SP010,E-commerce,Posted,USD
SO109068,2025-06-26,CUST0289,LOC004,SP010,Direct,Posted,USD
SO109069,2025-06-26,CUST0208,LOC001,SP003,Direct,Posted,USD
SO109070,2025-06-27,CUST0252,LOC006,SP016,Direct,Posted,USD
SO109071,2025-06-27,CUST0055,LOC003,SP007,E-commerce,Posted,USD
SO109072,2025-06-27,CUST0080,LOC003,SP007,E-commerce,Posted,USD
SO109073,2025-06-27,CUST0149,LOC006,SP016,Direct,Posted,USD
SO109074,2025-06-27,CUST0229,LOC001,SP002,E-commerce,Posted,USD
SO109075,2025-06-27,CUST0135,LOC004,SP011,E-commerce,Posted,USD
SO109076,2025-06-27,CUST0225,LOC002,SP005,Direct,Posted,USD
SO109077,2025-06-27,CUST0040,LOC001,SP003,Direct,Posted,USD
SO109078,2025-06-27,CUST0076,LOC006,SP016,Direct,Posted,USD
SO109079,2025-06-27,CUST0073,LOC003,SP009,Partner,Posted,USD
SO109080,2025-06-27,CUST0195,LOC005,SP013,Direct,Posted,USD
SO109081,2025-06-27,CUST0143,LOC001,SP001,E-commerce,Posted,USD
SO109082,2025-06-27,CUST0107,LOC003,SP009,Direct,Posted,USD
SO109083,2025-06-27,CUST0292,LOC006,SP017,Partner,Posted,USD
SO109084,2025-06-27,CUST0059,LOC003,SP008,Direct,Posted,USD
SO109085,2025-06-27,CUST0026,LOC001,SP002,E-commerce,Posted,USD
SO109086,2025-06-27,CUST0234,LOC002,SP004,Direct,Posted,USD
SO109087,2025-06-27,CUST0080,LOC001,SP002,Partner,Posted,USD
SO109088,2025-06-27,CUST0266,LOC005,SP015,E-commerce,Posted,USD
SO109089,2025-06-27,CUST0143,LOC003,SP008,Direct,Posted,USD
SO109090,2025-06-28,CUST0243,LOC005,SP013,Direct,Posted,USD
SO109091,2025-06-28,CUST0209,LOC003,SP009,Direct,Posted,USD
SO109092,2025-06-28,CUST0292,LOC003,SP007,Direct,Posted,USD
SO109093,2025-06-28,CUST0131,LOC004,SP011,Direct,Posted,USD
SO109094,2025-06-28,CUST0174,LOC003,SP009,Direct,Posted,USD
SO109095,2025-06-28,CUST0092,LOC004,SP012,Partner,Posted,USD
SO109096,2025-06-28,CUST0035,LOC001,SP002,Direct,Posted,USD
SO109097,2025-06-28,CUST0026,LOC001,SP001,Direct,Posted,USD
SO109098,2025-06-28,CUST0207,LOC001,SP001,Direct,Posted,USD
SO109099,2025-06-29,CUST0192,LOC003,SP008,Direct,Posted,USD
SO109100,2025-06-29,CUST0189,LOC005,SP015,Direct,Posted,USD
SO109101,2025-06-29,CUST0120,LOC004,SP010,Partner,Posted,USD
SO109102,2025-06-29,CUST0057,LOC001,SP002,Direct,Posted,USD
SO109103,2025-06-29,CUST0298,LOC004,SP010,Direct,Posted,USD
SO109104,2025-06-29,CUST0296,LOC002,SP006,Direct,Posted,USD
SO109105,2025-06-29,CUST0112,LOC006,SP016,E-commerce,Posted,USD
SO109106,2025-06-29,CUST0129,LOC002,SP005,Direct,Posted,USD
SO109107,2025-06-29,CUST0034,LOC002,SP005,Direct,Posted,USD
SO109108,2025-06-29,CUST0193,LOC004,SP012,Direct,Posted,USD
SO109109,2025-06-29,CUST0144,LOC004,SP011,E-commerce,Posted,USD
SO109110,2025-06-29,CUST0025,LOC002,SP004,E-commerce,Posted,USD
SO109111,2025-06-29,CUST0118,LOC006,SP018,Partner,Posted,USD
SO109112,2025-06-30,CUST0099,LOC002,SP004,E-commerce,Posted,USD
SO109113,2025-06-30,CUST0137,LOC001,SP002,Direct,Posted,USD
SO109114,2025-06-30,CUST0152,LOC003,SP007,Partner,Posted,USD
SO109115,2025-06-30,CUST0160,LOC004,SP011,Partner,Posted,USD
SO109116,2025-06-30,CUST0292,LOC001,SP003,Direct,Posted,USD
SO109117,2025-06-30,CUST0089,LOC006,SP016,Direct,Posted,USD
SO109118,2025-06-30,CUST0096,LOC004,SP010,Direct,Posted,USD
SO109119,2025-06-30,CUST0149,LOC004,SP012,E-commerce,Posted,USD
SO109120,2025-06-30,CUST0068,LOC005,SP014,E-commerce,Posted,USD
SO109121,2025-06-30,CUST0182,LOC004,SP010,Direct,Posted,USD
SO109122,2025-06-30,CUST0005,LOC003,SP009,E-commerce,Posted,USD
SO109123,2025-06-30,CUST0217,LOC003,SP008,E-commerce,Posted,USD
SO109124,2025-06-30,CUST0243,LOC006,SP016,E-commerce,Posted,USD
SO109125,2025-06-30,CUST0152,LOC004,SP010,Direct,Posted,USD
SO109126,2025-06-30,CUST0269,LOC002,SP004,Direct,Posted,USD
SO109127,2025-06-30,CUST0228,LOC002,SP006,Direct,Posted,USD
SO109128,2025-06-30,CUST0276,LOC004,SP012,Partner,Posted,USD
SO109129,2025-06-30,CUST0224,LOC003,SP007,Direct,Posted,USD
SO109130,2025-07-01,CUST0077,LOC001,SP003,Partner,Posted,USD
SO109131,2025-07-01,CUST0171,LOC005,SP014,E-commerce,Posted,USD
SO109132,2025-07-01,CUST0175,LOC003,SP008,E-commerce,Posted,USD
SO109133,2025-07-01,CUST0145,LOC003,SP008,Partner,Posted,USD
SO109134,2025-07-01,CUST0256,LOC001,SP001,Direct,Posted,USD
SO109135,2025-07-01,CUST0293,LOC006,SP017,E-commerce,Posted,USD
SO109136,2025-07-01,CUST0137,LOC003,SP009,Direct,Posted,USD
SO109137,2025-07-01,CUST0256,LOC001,SP001,E-commerce,Posted,USD
SO109138,2025-07-01,CUST0294,LOC004,SP011,Direct,Posted,USD
SO109139,2025-07-01,CUST0220,LOC005,SP013,Direct,Posted,USD
SO109140,2025-07-01,CUST0261,LOC001,SP001,Direct,Posted,USD
SO109141,2025-07-01,CUST0286,LOC002,SP006,Partner,Posted,USD
SO109142,2025-07-01,CUST0249,LOC003,SP009,Direct,Posted,USD
SO109143,2025-07-01,CUST0031,LOC004,SP011,E-commerce,Posted,USD
SO109144,2025-07-01,CUST0230,LOC003,SP007,Direct,Posted,USD
SO109145,2025-07-01,CUST0184,LOC001,SP001,Direct,Posted,USD
SO109146,2025-07-01,CUST0072,LOC003,SP009,E-commerce,Posted,USD
SO109147,2025-07-01,CUST0184,LOC001,SP003,Direct,Posted,USD
SO109148,2025-07-01,CUST0036,LOC001,SP003,Direct,Posted,USD
SO109149,2025-07-01,CUST0212,LOC004,SP012,Partner,Posted,USD
SO109150,2025-07-01,CUST0082,LOC003,SP009,E-commerce,Posted,USD
SO109151,2025-07-01,CUST0066,LOC005,SP015,E-commerce,Posted,USD
SO109152,2025-07-01,CUST0033,LOC004,SP011,Direct,Posted,USD
SO109153,2025-07-01,CUST0099,LOC003,SP009,E-commerce,Posted,USD
SO109154,2025-07-02,CUST0122,LOC003,SP009,E-commerce,Posted,USD
SO109155,2025-07-02,CUST0037,LOC005,SP014,E-commerce,Posted,USD
SO109156,2025-07-02,CUST0067,LOC002,SP005,E-commerce,Posted,USD
SO109157,2025-07-02,CUST0243,LOC005,SP014,E-commerce,Posted,USD
SO109158,2025-07-02,CUST0105,LOC005,SP015,E-commerce,Posted,USD
SO109159,2025-07-02,CUST0025,LOC004,SP010,Partner,Posted,USD
SO109160,2025-07-02,CUST0242,LOC001,SP001,Direct,Posted,USD
SO109161,2025-07-02,CUST0119,LOC003,SP007,Direct,Posted,USD
SO109162,2025-07-02,CUST0135,LOC003,SP007,E-commerce,Posted,USD
SO109163,2025-07-02,CUST0254,LOC003,SP009,E-commerce,Posted,USD
SO109164,2025-07-02,CUST0004,LOC004,SP012,Direct,Posted,USD
SO109165,2025-07-02,CUST0020,LOC004,SP011,Direct,Posted,USD
SO109166,2025-07-02,CUST0127,LOC001,SP002,Partner,Posted,USD
SO109167,2025-07-02,CUST0009,LOC003,SP008,Direct,Posted,USD
SO109168,2025-07-02,CUST0122,LOC003,SP008,E-commerce,Posted,USD
SO109169,2025-07-02,CUST0044,LOC001,SP002,Direct,Posted,USD
SO109170,2025-07-02,CUST0032,LOC001,SP002,Direct,Posted,USD
SO109171,2025-07-02,CUST0030,LOC003,SP008,Partner,Posted,USD
SO109172,2025-07-02,CUST0300,LOC005,SP014,E-commerce,Posted,USD
SO109173,2025-07-02,CUST0136,LOC001,SP002,Partner,Posted,USD
SO109174,2025-07-02,CUST0037,LOC003,SP007,Partner,Posted,USD
SO109175,2025-07-03,CUST0119,LOC001,SP002,Partner,Posted,USD
SO109176,2025-07-03,CUST0054,LOC006,SP018,E-commerce,Posted,USD
SO109177,2025-07-03,CUST0145,LOC003,SP009,E-commerce,Posted,USD
SO109178,2025-07-03,CUST0283,LOC006,SP018,Direct,Posted,USD
SO109179,2025-07-03,CUST0291,LOC003,SP009,Partner,Posted,USD
SO109180,2025-07-03,CUST0192,LOC002,SP005,Partner,Posted,USD
SO109181,2025-07-03,CUST0282,LOC005,SP015,Partner,Posted,USD
SO109182,2025-07-03,CUST0107,LOC003,SP007,E-commerce,Posted,USD
SO109183,2025-07-03,CUST0132,LOC001,SP002,Partner,Posted,USD
SO109184,2025-07-03,CUST0098,LOC006,SP016,Direct,Posted,USD
SO109185,2025-07-03,CUST0201,LOC006,SP018,Partner,Posted,USD
SO109186,2025-07-03,CUST0140,LOC004,SP010,Partner,Posted,USD
SO109187,2025-07-03,CUST0011,LOC004,SP011,Direct,Posted,USD
SO109188,2025-07-03,CUST0163,LOC003,SP007,Direct,Posted,USD
SO109189,2025-07-03,CUST0165,LOC002,SP004,Direct,Posted,USD
SO109190,2025-07-03,CUST0101,LOC002,SP004,Partner,Posted,USD
SO109191,2025-07-03,CUST0173,LOC001,SP001,Partner,Posted,USD
SO109192,2025-07-03,CUST0176,LOC003,SP008,Partner,Posted,USD
SO109193,2025-07-03,CUST0190,LOC001,SP003,Partner,Posted,USD
SO109194,2025-07-03,CUST0177,LOC001,SP001,Partner,Posted,USD
SO109195,2025-07-03,CUST0245,LOC002,SP004,E-commerce,Posted,USD
SO109196,2025-07-03,CUST0176,LOC001,SP001,Direct,Posted,USD
SO109197,2025-07-03,CUST0201,LOC001,SP002,Direct,Posted,USD
SO109198,2025-07-03,CUST0156,LOC003,SP007,E-commerce,Posted,USD
SO109199,2025-07-03,CUST0223,LOC004,SP012,Partner,Posted,USD
SO109200,2025-07-04,CUST0108,LOC005,SP014,Partner,Posted,USD
SO109201,2025-07-04,CUST0213,LOC005,SP014,Direct,Posted,USD
SO109202,2025-07-04,CUST0094,LOC005,SP015,E-commerce,Posted,USD
SO109203,2025-07-04,CUST0119,LOC005,SP013,Partner,Posted,USD
SO109204,2025-07-04,CUST0076,LOC006,SP016,E-commerce,Posted,USD
SO109205,2025-07-04,CUST0261,LOC001,SP002,Direct,Posted,USD
SO109206,2025-07-04,CUST0038,LOC001,SP001,E-commerce,Posted,USD
SO109207,2025-07-04,CUST0080,LOC001,SP002,Direct,Posted,USD
SO109208,2025-07-04,CUST0051,LOC006,SP017,E-commerce,Posted,USD
SO109209,2025-07-04,CUST0252,LOC003,SP007,Direct,Posted,USD
SO109210,2025-07-04,CUST0189,LOC006,SP016,Direct,Posted,USD
SO109211,2025-07-04,CUST0190,LOC006,SP017,E-commerce,Posted,USD
SO109212,2025-07-04,CUST0055,LOC004,SP012,E-commerce,Posted,USD
SO109213,2025-07-04,CUST0006,LOC006,SP017,E-commerce,Posted,USD
SO109214,2025-07-04,CUST0186,LOC002,SP005,E-commerce,Posted,USD
SO109215,2025-07-04,CUST0089,LOC006,SP017,E-commerce,Posted,USD
SO109216,2025-07-04,CUST0062,LOC001,SP003,Direct,Posted,USD
SO109217,2025-07-04,CUST0217,LOC003,SP009,Direct,Posted,USD
SO109218,2025-07-04,CUST0289,LOC001,SP003,Direct,Posted,USD
SO109219,2025-07-04,CUST0258,LOC006,SP018,Partner,Posted,USD
SO109220,2025-07-05,CUST0002,LOC003,SP009,Direct,Posted,USD
SO109221,2025-07-05,CUST0275,LOC001,SP002,Direct,Posted,USD
SO109222,2025-07-05,CUST0269,LOC002,SP006,E-commerce,Posted,USD
SO109223,2025-07-05,CUST0020,LOC001,SP002,Partner,Posted,USD
SO109224,2025-07-05,CUST0045,LOC003,SP008,E-commerce,Posted,USD
SO109225,2025-07-05,CUST0202,LOC002,SP006,Partner,Posted,USD
SO109226,2025-07-05,CUST0078,LOC003,SP008,Direct,Posted,USD
SO109227,2025-07-05,CUST0136,LOC004,SP012,E-commerce,Posted,USD
SO109228,2025-07-06,CUST0035,LOC001,SP003,Partner,Posted,USD
SO109229,2025-07-06,CUST0236,LOC006,SP017,Direct,Posted,USD
SO109230,2025-07-06,CUST0281,LOC005,SP014,Direct,Posted,USD
SO109231,2025-07-06,CUST0169,LOC003,SP008,Direct,Posted,USD
SO109232,2025-07-06,CUST0264,LOC001,SP001,Direct,Posted,USD
SO109233,2025-07-06,CUST0293,LOC004,SP011,Direct,Posted,USD
SO109234,2025-07-06,CUST0180,LOC004,SP012,Direct,Posted,USD
SO109235,2025-07-06,CUST0213,LOC006,SP016,Direct,Posted,USD
SO109236,2025-07-06,CUST0028,LOC005,SP015,E-commerce,Posted,USD
SO109237,2025-07-06,CUST0147,LOC002,SP005,Partner,Posted,USD
SO109238,2025-07-07,CUST0210,LOC005,SP014,E-commerce,Posted,USD
SO109239,2025-07-07,CUST0044,LOC003,SP007,E-commerce,Posted,USD
SO109240,2025-07-07,CUST0067,LOC005,SP014,Direct,Posted,USD
SO109241,2025-07-07,CUST0208,LOC001,SP001,Partner,Posted,USD
SO109242,2025-07-07,CUST0019,LOC001,SP001,Direct,Posted,USD
SO109243,2025-07-07,CUST0298,LOC003,SP007,E-commerce,Posted,USD
SO109244,2025-07-07,CUST0160,LOC003,SP008,Partner,Posted,USD
SO109245,2025-07-07,CUST0142,LOC002,SP004,E-commerce,Posted,USD
SO109246,2025-07-07,CUST0051,LOC004,SP012,Direct,Posted,USD
SO109247,2025-07-07,CUST0067,LOC003,SP007,Partner,Posted,USD
SO109248,2025-07-07,CUST0047,LOC003,SP008,Direct,Posted,USD
SO109249,2025-07-07,CUST0043,LOC001,SP003,Direct,Posted,USD
SO109250,2025-07-07,CUST0117,LOC001,SP003,E-commerce,Posted,USD
SO109251,2025-07-07,CUST0089,LOC001,SP003,Direct,Posted,USD
SO109252,2025-07-07,CUST0158,LOC004,SP010,Partner,Posted,USD
SO109253,2025-07-07,CUST0258,LOC001,SP003,Direct,Posted,USD
SO109254,2025-07-07,CUST0026,LOC004,SP012,Direct,Posted,USD
SO109255,2025-07-07,CUST0219,LOC005,SP014,Direct,Posted,USD
SO109256,2025-07-08,CUST0162,LOC004,SP010,Direct,Posted,USD
SO109257,2025-07-08,CUST0198,LOC002,SP006,Partner,Posted,USD
SO109258,2025-07-08,CUST0233,LOC003,SP009,E-commerce,Posted,USD
SO109259,2025-07-08,CUST0181,LOC006,SP017,Direct,Posted,USD
SO109260,2025-07-08,CUST0148,LOC001,SP001,Partner,Posted,USD
SO109261,2025-07-08,CUST0170,LOC005,SP013,Direct,Posted,USD
SO109262,2025-07-08,CUST0018,LOC004,SP012,Direct,Posted,USD
SO109263,2025-07-08,CUST0067,LOC001,SP003,Direct,Posted,USD
SO109264,2025-07-08,CUST0195,LOC003,SP009,Partner,Posted,USD
SO109265,2025-07-08,CUST0296,LOC001,SP003,E-commerce,Posted,USD
SO109266,2025-07-08,CUST0190,LOC004,SP011,Direct,Posted,USD
SO109267,2025-07-08,CUST0020,LOC002,SP006,Direct,Posted,USD
SO109268,2025-07-08,CUST0259,LOC004,SP011,Partner,Posted,USD
SO109269,2025-07-08,CUST0245,LOC003,SP009,Direct,Posted,USD
SO109270,2025-07-08,CUST0299,LOC005,SP014,Direct,Posted,USD
SO109271,2025-07-08,CUST0068,LOC004,SP012,Partner,Posted,USD
SO109272,2025-07-09,CUST0133,LOC005,SP015,E-commerce,Posted,USD
SO109273,2025-07-09,CUST0038,LOC003,SP008,Direct,Posted,USD
SO109274,2025-07-09,CUST0234,LOC004,SP010,Partner,Posted,USD
SO109275,2025-07-09,CUST0255,LOC001,SP003,E-commerce,Posted,USD
SO109276,2025-07-09,CUST0073,LOC004,SP011,Direct,Posted,USD
SO109277,2025-07-09,CUST0165,LOC001,SP003,Direct,Posted,USD
SO109278,2025-07-09,CUST0056,LOC001,SP002,E-commerce,Posted,USD
SO109279,2025-07-09,CUST0031,LOC004,SP012,Direct,Posted,USD
SO109280,2025-07-09,CUST0021,LOC002,SP004,Partner,Posted,USD
SO109281,2025-07-09,CUST0053,LOC005,SP014,Direct,Posted,USD
SO109282,2025-07-09,CUST0274,LOC005,SP013,Direct,Posted,USD
SO109283,2025-07-09,CUST0033,LOC004,SP010,E-commerce,Posted,USD
SO109284,2025-07-09,CUST0008,LOC001,SP003,Direct,Posted,USD
SO109285,2025-07-09,CUST0156,LOC004,SP010,Direct,Posted,USD
SO109286,2025-07-10,CUST0186,LOC006,SP018,E-commerce,Posted,USD
SO109287,2025-07-10,CUST0033,LOC004,SP012,E-commerce,Posted,USD
SO109288,2025-07-10,CUST0153,LOC002,SP005,Partner,Posted,USD
SO109289,2025-07-10,CUST0298,LOC003,SP008,Direct,Posted,USD
SO109290,2025-07-10,CUST0163,LOC002,SP004,E-commerce,Posted,USD
SO109291,2025-07-10,CUST0130,LOC002,SP004,Partner,Posted,USD
SO109292,2025-07-10,CUST0017,LOC001,SP002,E-commerce,Posted,USD
SO109293,2025-07-10,CUST0066,LOC003,SP008,E-commerce,Posted,USD
SO109294,2025-07-10,CUST0054,LOC003,SP008,E-commerce,Posted,USD
SO109295,2025-07-10,CUST0177,LOC005,SP013,Direct,Posted,USD
SO109296,2025-07-10,CUST0114,LOC006,SP016,Direct,Posted,USD
SO109297,2025-07-10,CUST0289,LOC002,SP005,Direct,Posted,USD
SO109298,2025-07-10,CUST0143,LOC004,SP011,E-commerce,Posted,USD
SO109299,2025-07-10,CUST0121,LOC004,SP011,Direct,Posted,USD
SO109300,2025-07-10,CUST0051,LOC006,SP017,Partner,Posted,USD
SO109301,2025-07-10,CUST0144,LOC005,SP013,Direct,Posted,USD
SO109302,2025-07-10,CUST0080,LOC004,SP012,E-commerce,Posted,USD
SO109303,2025-07-10,CUST0276,LOC004,SP012,Direct,Posted,USD
SO109304,2025-07-10,CUST0186,LOC002,SP005,Direct,Posted,USD
SO109305,2025-07-11,CUST0268,LOC002,SP005,Partner,Posted,USD
SO109306,2025-07-11,CUST0104,LOC005,SP015,Partner,Posted,USD
SO109307,2025-07-11,CUST0258,LOC003,SP007,Direct,Posted,USD
SO109308,2025-07-11,CUST0208,LOC003,SP008,Direct,Posted,USD
SO109309,2025-07-11,CUST0103,LOC006,SP018,E-commerce,Posted,USD
SO109310,2025-07-11,CUST0017,LOC003,SP008,Direct,Posted,USD
SO109311,2025-07-11,CUST0128,LOC001,SP003,Partner,Posted,USD
SO109312,2025-07-11,CUST0270,LOC001,SP002,E-commerce,Posted,USD
SO109313,2025-07-11,CUST0288,LOC005,SP013,Direct,Posted,USD
SO109314,2025-07-11,CUST0012,LOC001,SP003,Direct,Posted,USD
SO109315,2025-07-11,CUST0088,LOC002,SP006,Direct,Posted,USD
SO109316,2025-07-11,CUST0088,LOC006,SP017,Partner,Posted,USD
SO109317,2025-07-11,CUST0152,LOC005,SP015,E-commerce,Posted,USD
SO109318,2025-07-11,CUST0211,LOC005,SP015,Direct,Posted,USD
SO109319,2025-07-11,CUST0289,LOC006,SP018,E-commerce,Posted,USD
SO109320,2025-07-11,CUST0130,LOC003,SP007,Partner,Posted,USD
SO109321,2025-07-11,CUST0026,LOC006,SP017,Partner,Posted,USD
SO109322,2025-07-12,CUST0218,LOC002,SP006,E-commerce,Posted,USD
SO109323,2025-07-12,CUST0072,LOC004,SP012,Partner,Posted,USD
SO109324,2025-07-12,CUST0061,LOC002,SP005,Direct,Posted,USD
SO109325,2025-07-12,CUST0186,LOC004,SP010,Partner,Posted,USD
SO109326,2025-07-12,CUST0019,LOC001,SP001,E-commerce,Posted,USD
SO109327,2025-07-12,CUST0238,LOC001,SP003,Direct,Posted,USD
SO109328,2025-07-12,CUST0227,LOC002,SP004,E-commerce,Posted,USD
SO109329,2025-07-12,CUST0149,LOC004,SP012,Direct,Posted,USD
SO109330,2025-07-12,CUST0013,LOC001,SP003,E-commerce,Posted,USD
SO109331,2025-07-12,CUST0202,LOC002,SP006,E-commerce,Posted,USD
SO109332,2025-07-12,CUST0095,LOC005,SP013,Direct,Posted,USD
SO109333,2025-07-12,CUST0046,LOC005,SP013,E-commerce,Posted,USD
SO109334,2025-07-12,CUST0270,LOC005,SP013,Direct,Posted,USD
SO109335,2025-07-12,CUST0232,LOC005,SP013,Direct,Posted,USD
SO109336,2025-07-12,CUST0144,LOC003,SP008,Direct,Posted,USD
SO109337,2025-07-12,CUST0193,LOC003,SP008,Partner,Posted,USD
SO109338,2025-07-12,CUST0115,LOC005,SP013,Partner,Posted,USD
SO109339,2025-07-12,CUST0143,LOC004,SP010,Partner,Posted,USD
SO109340,2025-07-12,CUST0114,LOC006,SP016,Direct,Posted,USD
SO109341,2025-07-13,CUST0018,LOC005,SP015,Direct,Posted,USD
SO109342,2025-07-13,CUST0172,LOC004,SP010,Direct,Posted,USD
SO109343,2025-07-13,CUST0173,LOC003,SP007,Direct,Posted,USD
SO109344,2025-07-13,CUST0020,LOC001,SP001,Direct,Posted,USD
